,firearm_used_flag,zip_code,report_no,age,sex
29432,True,64127,KC20028787,24,M
29450,True,64118,KC20028979,30,M
29462,True,64134,KC20027433,26,M
29464,True,64137,KC20024603,34,M
29471,True,64134,KC20024351,28,M
29475,True,64109,KC20027406,29,M
29497,True,64111,KC20021563,27,M
29506,True,64124,KC20022398,36,F
29533,True,64131,KC20021927,27,M
29534,True,64114,KC20032228,29,M
29538,True,64110,KC20029764,25,F
29546,True,64137,KC20023500,39,M
29552,True,64111,KC20020679,34,M
29554,True,64130,KC20019380,27,F
29567,True,64130,KC20028931,26,M
29581,True,64125,KC20021950,37,F
29599,True,64106,KC20031865,32,F
29608,True,64128,KC20027848,33,F
29617,True,64114,KC20032228,20,F
29624,True,64138,KC20026141,23,M
29634,True,64132,KC20023355,40,F
29658,True,64131,KC20024824,63,M
29671,True,64119,KC20027415,27,M
29686,True,64110,KC20027542,38,M
29713,True,64128,KC20025109,48,M
29729,True,64124,KC20028681,40,M
29744,True,64130,KC20028942,57,F
29786,True,64132,KC20032086,37,F
29793,True,64114,KC20019079,46,M
29856,True,64133,KC20026381,32,M
29862,True,64110,KC20025832,38,F
29873,True,64127,KC20022354,25,M
29892,True,64128,KC20020827,44,M
29923,True,64111,KC20030425,49,M
29935,True,64130,KC20022158,25,M
29952,True,64112,KC20032165,69,M
29958,True,64134,KC20018131,23,F
29970,True,64125,KC20028058,30,M
30006,True,64114,KC20032228,19,M
30014,True,64108,KC20018371,29,F
30045,True,64108,KC20022751,24,M
30046,True,64129,KC20028737,59,F
30059,True,64130,KC20017871,71,M
30069,True,64138,KC20027840,34,M
30100,True,64124,KC20024717,18,M
30126,True,64137,KC20028435,59,F
30143,True,64131,KC20021017,21,F
30149,True,64124,KC20025872,33,M
30151,True,64131,KC20020861,26,F
30175,True,64124,KC20021957,19,M
30180,True,64111,KC20022166,48,F
30188,True,64124,KC20029876,57,F
30193,True,64127,KC20020532,18,M
30206,True,64108,KC20024881,23,M
30239,True,64109,KC20026384,41,F
30241,True,64124,KC20020435,43,F
30258,True,64111,KC20020690,37,M
30269,True,64134,KC20030780,36,F
30282,True,64109,KC20025925,30,M
30288,True,64131,KC20029981,34,F
30296,True,64120,KC20028982,19,F
30299,True,64128,KC20030853,57,M
30301,True,64129,KC20023724,24,M
30303,True,64155,KC20026976,21,M
30329,True,64106,KC20029349,36,F
30338,True,64116,KC20024161,41,F
30351,True,64133,KC20031822,42,M
30355,True,64127,KC20022354,46,F
30377,True,64130,KC20022687,59,M
30405,True,64123,KC20020501,31,F
30410,True,64133,KC20027932,34,M
30442,True,64127,KC20020773,21,F
30454,True,64134,KC20018407,43,M
30462,True,64132,KC20032067,21,F
30467,True,64131,KC20020861,37,F
30475,True,64132,KC20026896,45,F
30493,True,64110,KC20020287,22,F
30508,True,64125,KC20030664,22,M
30524,True,64127,KC20025852,44,F
30579,True,64132,KC20018088,19,M
30614,True,64130,KC20028978,24,M
30618,True,64111,KC20022808,26,F
30631,True,64127,KC20022354,19,F
30652,True,64127,KC20022774,21,M
30656,True,64128,KC20031489,40,M
30658,True,64130,KC20028931,22,F
30666,True,64118,KC20032318,49,M
30690,True,64108,KC20031670,37,M
30698,True,64130,KC20023568,25,F
30736,True,64129,KC20019259,29,M
30737,True,64127,KC20020773,49,M
30738,True,64128,KC20031930,24,F
30788,True,64112,KC20026006,20,M
30802,True,64127,KC20030063,24,F
30821,True,64127,KC20023338,23,F
30832,True,64114,KC20032228,58,F
30836,True,64130,KC20028942,19,M
30850,True,64111,KC20019138,42,M
30863,True,64108,KC20018371,33,M
30895,True,64125,KC20021950,38,F
30912,True,64129,KC20021153,78,M
30987,True,64119,KC20020647,19,M
31011,True,64109,KC20029055,57,F
31014,True,64130,KC20023243,34,M
31025,True,64124,KC20021957,20,M
31045,True,64119,KC20030303,18,M
31105,True,64130,KC20026591,40,M
31106,True,64130,KC20019131,34,F
31117,True,64130,KC20031879,28,M
31140,True,64130,KC20031248,18,F
31149,True,64119,KC20022266,64,M
31172,True,64109,KC20018107,27,F
31200,True,64108,KC20019275,23,M
31227,True,64131,KC20023366,21,M
31248,True,64132,KC20028986,33,F
31278,True,64119,KC20026100,23,M
31287,True,64130,KC20026573,51,M
31293,True,64124,KC20029655,43,M
31313,True,64132,KC20023334,56,F
31326,True,64110,KC20028403,21,M
31333,True,64132,KC20032067,29,M
31339,True,64110,KC20020287,20,F
31344,True,64106,KC20021337,19,M
31353,True,64154,KC20022173,33,M
31380,True,64128,KC20026616,28,M
31386,True,64129,KC20027059,23,M
31394,True,64106,KC20018858,32,M
31408,True,64129,KC20017447,38,M
31418,True,64134,KC20025662,19,M
31424,True,64127,KC20028211,22,F
31429,True,64128,KC20029779,21,F
31432,True,64127,KC20018845,28,M
31449,True,64127,KC20027428,27,F
31473,True,64125,KC20021032,39,M
31488,True,64132,KC20031014,22,M
31508,True,64129,KC20023748,64,M
31509,True,64127,KC20025721,35,M
31514,True,64132,KC20022038,21,F
31532,True,64114,KC20019079,42,F
31568,True,64130,KC20020637,40,M
31581,True,64132,KC20031128,30,F
31584,True,64137,KC20018660,35,F
31603,True,64124,KC20023291,39,F
31604,True,64124,KC20031123,32,M
31613,True,64155,KC20019318,26,M
31624,True,64125,KC20027232,31,F
31628,True,64111,KC20020690,23,F
31685,True,64118,KC20024749,34,M
31713,True,64133,KC20026381,21,F
31739,True,64130,KC20028978,21,M
31752,True,64134,KC20025662,19,F
31763,True,64134,KC20023310,43,M
31766,True,64127,KC20032491,41,F
31799,True,64109,KC20027624,35,M
31811,True,64312,KC20027382,37,M
31812,True,64130,KC20026518,35,M
31840,True,64127,KC20019132,31,M
31862,True,64133,KC20027202,29,M
31870,True,64119,KC20020223,28,F
31913,True,64111,KC20021563,35,M
31914,True,64161,KC20032238,21,F
31954,True,64127,KC20026602,29,F
31974,True,64133,KC20023461,36,F
31997,True,64134,KC20017284,50,M
32004,True,64110,KC20026473,25,M
32017,True,64108,KC20024881,24,M
32037,True,64111,KC20019868,28,F
32046,True,64126,KC20022238,28,M
32068,True,64131,KC20020341,32,M
32149,True,64127,KC20017337,30,F
32153,True,64123,KC20023381,55,M
32162,True,64114,KC20032228,32,F
32182,True,64133,KC20028992,31,M
32205,True,64106,KC20031865,30,M
32209,True,64130,KC20017871,46,M
32212,True,64134,KC20021465,27,F
32215,True,64110,KC20029764,29,M
32222,True,64132,KC20026117,63,F
32245,True,64138,KC20025097,28,F
32297,True,64138,KC20029046,25,F
32303,True,64132,KC20029977,32,F
32318,True,64127,KC20017462,80,F
32334,True,64126,KC20017253,50,M
32335,True,64154,KC20029031,23,F
32344,True,64124,KC20021691,58,F
32348,True,64131,KC20027895,43,M
32362,True,64132,KC20031359,37,M
32370,True,64111,KC20018937,30,M
32375,True,64131,KC20020803,18,M
32378,True,64157,KC20017354,73,M
32392,True,64132,KC20025462,34,M
32407,True,64127,KC20029602,19,F
32428,True,64117,KC20022421,32,F
32431,True,64114,KC20032228,29,M
32443,True,64128,KC20024465,26,M
32452,True,64134,KC20023317,22,M
32454,True,64106,KC20031865,34,F
32470,True,64130,KC20026518,35,M
32523,True,64128,KC20022014,18,M
32525,True,64130,KC20022464,52,M
32578,True,64130,KC20027962,27,M
32597,True,64114,KC20018534,18,M
32607,True,64129,KC20023724,20,M
32617,True,64108,KC20022751,24,F
32622,True,64137,KC20029612,19,F
32631,True,64126,KC20030018,24,M
32636,True,64137,KC20019144,33,M
32644,True,64126,KC20029589,56,M
32664,True,64129,KC20017453,62,M
32686,True,64119,KC20030303,22,M
32698,True,64147,KC20031723,26,F
32738,True,64125,KC20022601,44,M
32747,True,64131,KC20030904,23,M
32782,True,64161,KC20032238,48,F
32807,True,64124,KC20021456,24,M
32822,True,64137,KC20019144,33,F
32858,True,64127,KC20028882,31,M
32878,True,64111,KC20032123,32,F
32920,True,64110,KC20020505,24,M
32931,True,64106,KC20027588,21,M
32956,True,64157,KC20017354,19,F
32982,True,64128,KC20027848,20,F
33009,True,64138,KC20024811,19,M
33043,True,64111,KC20026396,31,M
33052,True,64130,KC20018411,28,M
33061,True,64134,KC20023482,20,F
33073,True,64111,KC20020679,28,F
33095,True,64127,KC20019342,28,M
33137,True,64128,KC20019615,20,F
33139,True,64111,KC20022808,25,M
33177,True,64114,KC20019890,22,M
33187,True,64127,KC20029308,43,M
33229,True,64138,KC20022620,40,F
33278,True,64130,KC20029071,18,F
33281,True,64132,KC20017593,28,F
33298,True,64127,KC20017462,50,F
33300,True,64157,KC20020057,23,F
33303,True,64128,KC20024718,41,F
33311,True,64123,KC20017258,45,F
33322,True,64105,KC20023961,24,M
33368,True,64114,KC20032228,19,M
33372,True,64128,KC20021188,38,M
33400,True,64111,KC20030425,38,F
33420,True,64131,KC20025690,57,M
33434,True,64129,KC20030253,22,M
33455,True,64124,KC20022398,23,M
33482,True,64128,KC20025109,32,M
33500,True,64111,KC20020690,24,M
33511,True,64134,KC20029573,28,F
33526,True,64123,KC20031575,53,M
33537,True,64130,KC20028284,25,F
33612,True,64138,KC20029046,25,F
33625,True,64117,KC20031457,44,M
33627,True,64109,KC20027004,22,M
33634,True,64123,KC20030021,36,M
33656,True,64108,KC20027331,18,M
33673,True,64130,KC20030505,27,M
33698,True,64127,KC20020824,31,M
33719,True,64106,KC20029791,33,M
33724,True,64133,KC20025264,58,M
33758,True,64127,KC20027427,51,M
33774,True,64116,KC20028096,38,M
33791,True,64137,KC20019589,29,F
33796,True,64109,KC20026595,25,M
33799,True,64132,KC20017251,45,M
33861,True,64147,KC20017867,43,M
33862,True,64127,KC20022354,25,M
33866,True,64130,KC20021433,38,M
33875,True,64114,KC20032228,50,F
33883,True,64131,KC20027467,63,M
33927,True,64112,KC20032165,53,F
33933,True,64134,KC20018131,21,M
33952,True,64137,KC20027477,21,M
33959,True,64130,KC20030505,27,M
33969,True,64131,KC20020861,39,M
34012,True,64125,KC20024736,28,M
34030,True,64131,KC20031848,40,M
34054,True,64108,KC20031295,25,M
34055,True,64123,KC20020501,19,F
34057,True,64108,KC20022751,24,F
34082,True,64132,KC20028473,19,M
34089,True,64138,KC20020739,18,F
34108,True,64127,KC20020532,23,F
34114,True,64145,KC20020661,22,M
34120,True,64106,KC20031865,27,M
34130,True,64131,KC20020861,43,M
34131,True,64118,KC20028491,41,F
34150,True,64130,KC20020122,29,F
34160,True,64106,KC20022727,52,M
34162,True,64131,KC20030960,23,M
34171,True,64119,KC20016999,34,F
34172,True,64123,KC20030367,56,M
34191,True,64128,KC20023965,41,M
34192,True,64124,KC20025872,48,M
34203,True,64119,KC20030303,18,M
34229,True,64131,KC20020940,34,M
34248,True,64131,KC20024824,20,M
34281,True,64127,KC20019873,45,M
34289,True,64110,KC20027542,26,M
34296,True,64125,KC20018773,35,M
34305,True,64131,KC20028197,43,M
34309,True,64130,KC20022883,32,M
34310,True,64127,KC20029158,20,F
34320,True,64127,KC20017746,57,M
34329,True,64130,KC20030559,46,M
34330,True,64109,KC20026384,27,M
34368,True,64124,KC20021957,35,F
34372,True,64123,KC20024981,27,M
34419,True,64147,KC20031716,34,F
34480,True,64124,KC20032470,26,M
34484,True,64123,KC20022327,18,M
34487,True,64124,KC20022590,36,M
34534,True,64111,KC20023437,25,F
34559,True,64130,KC20021461,38,M
34561,True,64125,KC20030664,20,M
34570,True,64127,KC20017820,53,M
34582,True,64127,KC20028787,31,M
34589,True,64128,KC20030245,48,M
34599,True,64130,KC20019863,38,F
34632,True,64129,KC20028737,54,M
34688,True,64109,KC20029407,22,M
34709,True,64134,KC20017906,54,M
34711,True,64137,KC20019144,39,M
34730,True,64127,KC20026412,48,M
34792,True,64130,KC20026573,60,M
34797,True,64134,KC20019631,18,M
34811,True,64111,KC20022166,58,M
34844,True,64133,KC20027202,18,M
34853,True,64127,KC20017481,36,M
34867,True,64124,KC20028681,62,M
34870,True,64130,KC20028942,40,F
34874,True,64131,KC20020803,57,F
34882,True,64127,KC20032236,18,F
34899,True,64123,KC20023182,20,M
34913,True,64114,KC20024724,33,M
34926,True,64132,KC20031014,21,M
34936,True,64111,KC20020690,44,M
34950,True,64129,KC20023724,29,M
34955,True,64108,KC20045000,18,M
34956,True,64108,KC20034399,36,M
34981,True,64123,KC20033951,32,M
34996,True,64109,KC20037579,36,M
35022,True,64124,KC20034134,37,M
35023,True,64108,KC20037060,36,F
35043,True,64130,KC20037025,22,M
35061,True,64124,KC20037665,48,M
35075,True,64108,KC20034929,18,F
35091,True,64119,KC20041461,21,M
35120,True,64130,KC20040371,22,F
35138,True,64127,KC20039284,43,M
35144,True,64130,KC20033925,24,M
35180,True,64130,KC20035831,32,M
35220,True,64123,KC20045648,24,M
35231,True,64132,KC20034603,25,M
35238,True,64118,KC20033257,18,F
35290,True,64134,KC20042589,36,M
35302,True,64127,KC20040881,25,F
35368,True,64110,KC20042869,23,F
35399,True,64109,KC20039787,59,M
35405,True,64109,KC20047171,20,F
35442,True,64134,KC20036727,23,M
35455,True,64109,KC20033862,26,F
35484,True,64127,KC20034560,62,M
35509,True,64130,KC20037089,64,F
35517,True,64134,KC20040137,30,M
35530,True,64133,KC20043522,32,M
35558,True,64128,KC20036173,39,M
35574,True,64108,KC20034160,21,F
35579,True,64128,KC20038947,35,M
35621,True,64123,KC20040024,24,F
35641,True,64130,KC20033641,63,M
35663,True,64109,KC20045494,30,F
35672,True,64106,KC20033836,63,M
35676,True,64111,KC20045743,71,F
35687,True,64128,KC20035713,29,M
35719,True,64117,KC20047436,23,M
35725,True,64124,KC20033759,25,M
35745,True,64108,KC20046928,20,M
35778,True,64127,KC20040408,36,M
35819,True,64109,KC20035819,22,F
35832,True,64134,KC20033176,19,M
35850,True,64131,KC20044305,19,F
35860,True,64123,KC20044681,71,F
35879,True,64106,KC20038624,48,M
35933,True,64134,KC20032900,38,F
35949,True,64131,KC20041918,56,M
35978,True,64127,KC20046076,51,F
36000,True,64108,KC20040947,33,F
36004,True,64127,KC20042848,27,M
36031,True,64157,KC20037701,20,M
36033,True,64134,KC20047043,25,M
36068,True,64132,KC20037488,21,F
36069,True,64108,KC20037060,37,M
36088,True,64117,KC20041088,21,F
36123,True,64132,KC20045042,33,F
36140,True,64127,KC20039843,31,M
36142,True,64130,KC20035228,33,F
36146,True,64132,KC20044306,73,M
36156,True,64134,KC20036501,36,M
36158,True,64134,KC20038831,68,F
36163,True,64133,KC20034877,32,M
36182,True,64123,KC20038935,37,F
36219,True,64128,KC20035608,59,M
36241,True,64134,KC20044419,58,F
36243,True,64127,KC20039915,39,M
36253,True,64131,KC20039195,18,M
36263,True,64123,KC20038551,27,M
36279,True,64124,KC20042227,37,M
36284,True,64130,KC20040521,38,M
36312,True,64128,KC20042875,26,F
36346,True,64127,KC20034129,26,F
36368,True,64134,KC20043110,60,M
36392,True,64109,KC20041985,45,M
36428,True,64130,KC20035441,51,M
36483,True,64137,KC20033463,25,F
36507,True,64128,KC20044826,49,M
36521,True,64127,KC20032647,35,F
36531,True,64126,KC20044082,29,M
36537,True,64116,KC20033820,36,M
36560,True,64111,KC20044322,23,M
36563,True,64114,KC20038645,19,M
36602,True,64123,KC20042192,40,M
36615,True,64155,KC20044507,28,M
36630,True,64138,KC20041430,18,M
36660,True,64131,KC20044456,39,F
36706,True,64130,KC20037748,24,F
36717,True,64127,KC20041151,23,M
36758,True,64110,KC20042869,39,M
36775,True,64128,KC20042615,34,F
36811,True,64109,KC20040388,69,F
36812,True,64138,KC20041900,33,M
36813,True,64130,KC20038034,27,M
36821,True,64131,KC20037452,22,M
36824,True,64116,KC20039062,29,M
36842,True,64109,KC20037288,22,F
36849,True,64109,KC20039787,21,M
36859,True,64108,KC20035073,30,F
36871,True,64134,KC20033695,28,M
36874,True,64133,KC20046896,73,M
36884,True,64131,KC20034141,23,F
36885,True,64119,KC20042703,19,M
36889,True,64128,KC20041115,33,M
36943,True,64132,KC20044306,37,M
36972,True,64132,KC20042483,68,M
36973,True,64134,KC20032900,51,F
36995,True,64124,KC20045023,34,M
36996,True,64126,KC20040638,43,M
37005,True,64128,KC20034714,32,M
37036,True,64124,KC20035057,31,M
37054,True,64130,KC20037146,61,M
37085,True,64117,KC20034852,22,M
37107,True,64110,KC20037320,23,M
37119,True,64138,KC20044227,82,F
37137,True,64110,KC20037066,32,M
37142,True,64116,KC20046601,28,M
37206,True,64110,KC20040262,18,F
37234,True,64134,KC20046658,32,M
37238,True,64130,KC20042760,21,F
37290,True,64111,KC20041124,43,M
37302,True,64131,KC20041918,26,F
37317,True,64127,KC20034129,22,M
37318,True,64130,KC20045055,40,M
37345,True,64131,KC20041918,39,F
37386,True,64138,KC20035579,27,M
37414,True,64134,KC20043363,29,M
37438,True,64127,KC20039826,26,F
37440,True,64108,KC20046339,25,M
37491,True,64138,KC20041430,42,M
37515,True,64130,KC20045157,40,F
37522,True,64111,KC20046637,21,F
37554,True,64130,KC20033771,25,M
37605,True,63124,KC20044939,20,F
37625,True,64129,KC20046664,33,F
37632,True,64132,KC20039445,19,M
37642,True,64129,KC20044549,32,M
37644,True,64132,KC20047257,25,F
37651,True,64128,KC20044810,39,M
37670,True,64131,KC20034141,29,M
37674,True,64111,KC20035423,18,F
37675,True,64128,KC20043882,26,M
37717,True,64130,KC20033487,20,M
37720,True,64106,KC20033824,27,F
37724,True,64124,KC20043751,25,M
37747,True,64129,KC20042146,37,M
37756,True,64145,KC20042612,43,M
37763,True,64110,KC20042338,21,M
37778,True,64131,KC20034141,37,F
37793,True,64128,KC20042831,32,M
37795,True,64111,KC20044111,28,M
37853,True,64131,KC20033730,54,F
37859,True,64130,KC20042031,29,F
37887,True,64129,KC20041696,27,F
37892,True,64116,KC20039062,28,M
37928,True,64130,KC20040498,57,M
37933,True,64130,KC20035850,30,F
37943,True,64128,KC20044826,57,F
37948,True,64127,KC20040005,39,F
37952,True,64129,KC20045621,49,M
37992,True,64131,KC20035335,58,M
38001,True,64131,KC20039794,23,F
38012,True,64127,KC20043591,18,F
38063,True,64110,KC20032743,36,F
38064,True,64108,KC20045625,38,M
38084,True,64124,KC20040950,26,M
38087,True,64111,KC20044843,29,M
38114,True,64127,KC20041151,26,M
38118,True,64131,KC20040676,30,F
38122,True,64124,KC20038681,32,M
38149,True,64128,KC20035135,23,F
38157,True,64111,KC20034453,41,F
38192,True,64127,KC20044126,35,M
38194,True,64116,KC20035537,45,M
38204,True,64101,KC20041876,39,F
38215,True,64129,KC20041696,23,F
38224,True,64124,KC20044073,30,M
38266,True,64138,KC20036230,21,M
38282,True,64128,KC20039556,37,F
38300,True,64131,KC20041918,28,M
38313,True,64134,KC20039750,31,F
38320,True,64128,KC20036243,37,F
38346,True,64130,KC20033925,33,F
38353,True,64128,KC20035617,34,F
38377,True,64117,KC20034852,18,M
38392,True,64111,KC20034453,59,M
38431,True,64132,KC20036599,20,M
38449,True,64116,KC20035537,33,F
38467,True,64127,KC20047446,20,M
38471,True,64132,KC20039391,24,F
38507,True,64124,KC20042131,21,F
38511,True,64127,KC20039826,47,F
38549,True,64127,KC20034187,56,M
38552,True,64111,KC20043641,43,M
38571,True,64119,KC20041461,45,M
38589,True,64128,KC20044434,24,F
38593,True,64132,KC20043528,34,M
38624,True,64127,KC20033451,23,M
38695,True,64127,KC20043610,28,M
38705,True,64130,KC20046375,30,M
38711,True,64132,KC20042483,39,F
38714,True,64127,KC20036442,20,M
38732,True,64108,KC20040944,35,M
38735,True,64114,KC20042090,25,M
38754,True,64157,KC20041259,45,M
38776,True,64132,KC20041411,32,F
38802,True,64129,KC20045127,23,M
38831,True,64124,KC20033759,32,M
38858,True,64127,KC20040104,46,M
38868,True,64128,KC20038747,21,F
38870,True,64134,KC20044490,31,F
38883,True,64114,KC20046209,44,F
38890,True,64134,KC20042403,37,M
38913,True,64124,KC20034963,56,M
38934,True,64110,KC20041841,19,M
38952,True,64155,KC20040898,30,F
38965,True,64109,KC20047171,34,M
38990,True,64126,KC20035856,34,F
39039,True,64128,KC20038747,50,F
39040,True,64124,KC20041652,46,F
39053,True,64124,KC20043090,35,M
39067,True,64131,KC20045935,35,F
39069,True,64110,KC20033899,59,M
39075,True,64127,KC20042387,36,M
39080,True,64124,KC20040950,30,F
39095,True,64118,KC20033257,18,M
39136,True,64131,KC20040795,31,M
39154,True,64128,KC20045029,21,M
39158,True,64128,KC20034428,24,M
39224,True,64128,KC20035458,24,F
39225,True,64132,KC20044306,47,M
39262,True,64106,KC20038624,32,M
39269,True,64133,KC20042649,65,F
39277,True,64132,KC20044748,29,F
39344,True,64110,KC20042869,46,F
39350,True,64153,KC20037328,51,M
39353,True,64134,KC20032900,19,M
39364,True,64109,KC20047171,40,F
39398,True,64134,KC20044288,44,F
39400,True,64123,KC20042413,30,M
39404,True,64132,KC20040584,18,F
39408,True,64137,KC20038471,20,F
39414,True,64132,KC20043528,28,F
39438,True,64126,KC20044082,46,M
39442,True,64129,KC20041696,50,M
39450,True,64110,KC20033214,40,M
39452,True,64111,KC20041113,34,M
39455,True,64131,KC20035322,39,M
39461,True,64129,KC20038923,22,M
39496,True,64127,KC20034560,24,M
39529,True,64124,KC20046090,37,M
39532,True,64132,KC20037488,20,F
39561,True,64134,KC20036769,46,F
39579,True,64127,KC20037844,63,M
39596,True,64132,KC20038811,37,M
39601,True,64119,KC20041461,30,F
39609,True,64108,KC20037060,26,M
39655,True,64123,KC20032610,26,M
39691,True,64127,KC20034129,28,F
39705,True,64125,KC20043262,19,M
39708,True,64130,KC20036737,42,M
39762,True,64134,KC20040398,24,F
39768,True,64116,KC20039062,24,M
39798,True,64108,KC20040944,22,M
39837,True,64130,KC20033487,51,F
39852,True,64130,KC20038353,36,M
39911,True,64130,KC20042031,27,F
39916,True,64109,KC20039787,21,M
39923,True,64134,KC20033695,39,M
39929,True,64130,KC20034490,32,M
39931,True,64130,KC20037748,24,M
39935,True,64128,KC20036173,26,M
39947,True,64110,KC20032743,30,M
39966,True,64130,KC20041105,36,M
39978,True,64133,KC20044840,35,M
40009,True,64130,KC20037089,69,F
40028,True,64133,KC20043522,30,M
40034,True,64134,KC20040137,30,F
40045,True,64130,KC20035577,25,F
40048,True,64126,KC20032769,19,M
40065,True,64128,KC20045873,37,F
40072,True,64128,KC20042621,48,M
40084,True,64127,KC20039843,26,M
40098,True,64132,KC20044306,37,M
40156,True,64130,KC20036822,30,M
40161,True,64128,KC20035713,56,M
40174,True,64110,KC20042869,30,M
40178,True,64108,KC20034604,35,M
40212,True,64128,KC20042978,25,M
40248,True,64127,KC20039915,35,F
40254,True,64129,KC20046713,32,F
40325,True,64137,KC20034106,49,M
40327,True,64124,KC20045560,23,M
40355,True,64132,KC20036599,67,M
40376,True,64123,KC20038935,52,F
40384,True,64127,KC20040005,18,M
40396,True,64127,KC20040361,31,M
40411,True,64132,KC20043238,31,F
40424,True,64124,KC20045130,32,F
40437,True,64134,KC20032900,79,M
40459,True,64131,KC20040795,30,M
40493,True,64131,KC20034141,29,M
40515,True,64130,KC20043627,24,M
40521,True,64130,KC20037146,65,F
40579,True,64130,KC20033527,18,F
40588,True,64127,KC20034105,35,M
40589,True,64108,KC20034054,43,M
40604,True,64110,KC20037852,24,F
40624,True,64138,KC20047401,21,M
40625,True,64131,KC20033476,20,M
40639,True,64134,KC20036501,31,M
40641,True,64124,KC20037665,34,M
40649,True,64130,KC20035228,54,F
40664,True,64132,KC20047257,19,F
40668,True,64130,KC20037748,63,F
40679,True,64127,KC20033516,59,F
40688,True,64127,KC20039555,37,F
40714,True,64128,KC20036243,55,M
40728,True,64129,KC20042146,57,M
40754,True,64128,KC20034153,28,M
40756,True,64124,KC20042227,44,M
40799,True,64117,KC20034852,22,F
40822,True,64131,KC20042008,25,M
40843,True,64130,KC20033686,26,F
40844,True,64128,KC20037393,44,M
40855,True,64124,KC20047430,39,F
40857,True,64109,KC20039787,59,M
40865,True,64124,KC20035623,38,M
40870,True,64137,KC20044314,29,M
40872,True,64127,KC20039829,39,M
40879,True,64130,KC20033487,48,F
40945,True,64129,KC20037598,22,F
40946,True,64130,KC20035441,23,M
40949,True,64109,KC20041591,20,F
40951,True,64139,KC20040419,20,F
40969,True,64109,KC20041929,34,M
40993,True,64130,KC20047394,21,F
41004,True,64131,KC20045935,37,M
41009,True,64108,KC20037060,26,M
41015,True,64130,KC20042031,32,M
41018,True,64129,KC20034071,35,M
41022,True,64127,KC20035754,62,M
41053,True,64109,KC20045677,37,F
41084,True,64127,KC20038591,41,M
41138,True,64132,KC20039391,30,F
41141,True,64129,KC20041696,50,M
41173,True,64110,KC20037066,32,F
41178,True,64129,KC20033957,43,M
41182,True,64138,KC20041430,20,F
41214,True,64109,KC20038946,28,F
41265,True,64127,KC20041151,32,M
41284,True,64134,KC20040616,34,F
41339,True,64130,KC20045055,34,M
41354,True,64110,KC20042319,37,M
41368,True,64137,KC20041169,32,M
41394,True,64131,KC20033730,47,M
41403,True,64132,KC20032740,19,M
41420,True,64130,KC20047416,24,M
41431,True,64123,KC20033267,63,M
41442,True,64130,KC20033527,18,F
41448,True,64130,KC20035850,24,F
41460,True,64127,KC20040005,18,M
41469,True,64134,KC20040117,41,M
41479,True,64124,KC20036767,39,M
41490,True,64128,KC20042831,52,M
41530,True,64109,KC20034525,37,M
41597,True,64130,KC20046618,27,M
41619,True,64130,KC20033771,23,M
41630,True,64109,KC20041591,20,F
41666,True,64132,KC20047257,28,M
41722,True,64138,KC20034419,28,F
41748,True,64132,KC20047257,23,F
41789,True,64110,KC20040262,46,F
41818,True,64124,KC20033759,25,M
41821,True,64134,KC20034728,58,M
41833,True,64123,KC20038935,47,F
41836,True,64147,KC20037999,20,F
41860,True,64147,KC20037999,20,F
41861,True,64131,KC20034141,44,F
41878,True,64126,KC20040638,30,M
41901,True,64145,KC20035395,40,M
41959,True,64124,KC20041652,57,M
41974,True,64134,KC20042016,37,M
41983,True,64153,KC20039888,29,M
41990,True,64132,KC20036599,74,F
41995,True,64130,KC20046273,47,M
41998,True,64138,KC20035579,22,M
42019,True,64146,KC20040601,22,F
42031,True,64134,KC20043363,20,M
42042,True,64111,KC20033520,24,M
42099,True,64111,KC20046637,19,F
42147,True,64119,KC20033081,27,F
42153,True,64114,KC20038645,19,M
42158,True,64127,KC20041151,32,M
42189,True,64109,KC20040932,35,M
42232,True,64117,KC20041088,42,F
42271,True,64110,KC20037320,26,M
42273,True,64127,KC20045050,44,F
42277,True,64128,KC20038947,50,M
42334,True,64105,KC20035589,28,M
42379,True,64110,KC20033899,21,M
42408,True,64145,KC20042612,23,F
42436,True,64137,KC20035242,54,F
42454,True,64131,KC20041918,19,M
42460,True,64128,KC20042875,20,F
42480,True,64145,KC20035246,20,M
42514,True,64157,KC20041259,45,M
42520,True,64155,KC20040898,35,M
42521,True,64109,KC20047171,18,M
42549,True,64129,KC20041696,28,M
42573,True,64136,KC20032730,23,F
42602,True,64131,KC20044305,45,F
42613,True,64110,KC20033214,40,F
42618,True,64132,KC20041875,32,M
42620,True,64127,KC20040881,28,M
42628,True,64130,KC20033487,22,M
42630,True,64127,KC20040119,34,M
42655,True,64127,KC20043242,45,M
42657,True,64133,KC20043522,33,M
42666,True,64105,KC20035589,30,F
42726,True,64106,KC20035069,38,F
42742,True,64119,KC20041461,42,F
42769,True,64108,KC20037060,36,F
42789,True,64101,KC20041876,44,M
42832,True,64108,KC20040944,22,M
42834,True,64127,KC20044126,30,M
42847,True,64108,KC20037060,27,M
42850,True,64134,KC20040398,26,M
42851,True,64110,KC20042869,32,F
42868,True,64108,KC20041996,36,M
42869,True,64134,KC20038220,38,M
42878,True,64118,KC20040240,25,M
42900,True,64108,KC20037060,27,M
42909,True,64124,KC20045130,35,M
42914,True,64130,KC20043876,35,M
43013,True,64130,KC20042031,27,F
43014,True,64111,KC20045743,75,M
43020,True,64127,KC20043610,36,M
